Empresa,Empleados,Año,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Continente,Codigo_pais
Hitachi,295941,2019,Conglomerates,Japan,85814.0,1693.0,88352.0,31760.0,0.01972871559419209,0.01916198840999638,Asia,JPN
Tesco,321490,2019,Food Markets,United Kingdom,84268.0,1743.0,65237.0,31865.0,0.020684008164427777,0.026717966797982738,Europe,GBR
BNP Paribas,197162,2019,Banking,France,101602.0,8446.0,2332982.0,68712.0,0.08312828487628196,0.0036202593933429405,Europe,FRA
JXTG Holdings,40695,2019,Oil & Gas Operations,Japan,101754.0,3358.0,80926.0,16608.0,0.03300115965957112,0.04149469886068754,Asia,JPN
Reliance Industries,194056,2019,Oil & Gas Operations,India,79687.0,5649.0,124554.0,126409.0,0.07088985656380589,0.04535382243846043,Asia,IND
Johnson & Johnson,135100,2019,Drugs & Biotechnology,United States,81575.0,14679.0,152954.0,366184.0,0.17994483604045358,0.09597003020515972,North America,USA
Equinor,20525,2019,Oil & Gas Operations,Norway,77862.0,7619.0,112508.0,77551.0,0.09785261102977062,0.06771962882639457,Europe,NOR
BASF,122404,2019,Chemicals,Germany,76235.0,5553.0,103775.0,76584.0,0.07284055879845215,0.053509997590941945,Europe,DEU
Sony,114400,2019,Consumer Durables,Japan,76865.0,7348.0,190695.0,60146.0,0.09559617511220972,0.03853273552007132,Asia,JPN
Indian Oil,35442,2019,Oil & Gas Operations,India,64300.0,3442.0,45377.0,21869.0,0.053530326594090204,0.07585340591048328,Asia,IND
ArcelorMittal,208583,2019,Materials,Luxembourg,75963.0,5137.0,91249.0,23977.0,0.06762502797414531,0.056296507358984754,Europe,LUX
Target,360000,2019,Retailing,United States,75355.0,2938.0,41290.0,42990.0,0.03898878641098799,0.07115524340033906,North America,USA
Freddie Mac,6621,2019,Business Services & Supplies,United States,70671.0,9235.0,2063060.0,1671.0,0.13067594911632777,0.004476360357914942,North America,USA
PTT,26613,2019,Oil & Gas Operations,Thailand,72266.0,3667.0,74831.0,43750.0,0.05074308803586749,0.04900375512822226,Asia,THA
Panasonic,271869,2019,Consumer Durables,Japan,73821.0,1898.0,57074.0,21273.0,0.025710841088579132,0.03325507236219645,Asia,JPN
United Parcel Service,364575,2019,Transportation,United States,71911.0,4791.0,50016.0,98268.0,0.06662402135973634,0.09578934740882918,North America,USA
Lowe's,245000,2019,Retailing,United States,71310.0,2307.0,34641.0,90528.0,0.03235170382835507,0.06659738460206115,North America,USA
Intel,107400,2019,Semiconductors,United States,70848.0,21053.0,127963.0,263127.0,0.2971572944896116,0.1645241202535108,North America,USA
China Evergrande Group,131694,2019,Construction,China,71698.0,5797.0,273829.0,42495.0,0.08085302239950905,0.021170146332200022,Asia,CHN
JD.com,178927,2019,Retailing,China,69805.0,-361.0,30465.0,43633.6,-0.005171549315951579,-0.011849663548334154,Asia,CHN
MetLife,48000,2019,Insurance,United States,66855.0,5123.0,692530.0,43384.0,0.07662852441851768,0.007397513465120645,North America,USA
Renault,183002,2019,Consumer Durables,France,67740.0,3896.0,131458.0,20873.0,0.05751402421021553,0.02963684218533676,Europe,FRA
Procter & Gamble,92000,2019,Consumer Durables,United States,66912.0,10795.0,123687.0,265293.0,0.16133130081300814,0.08727675503488645,North America,USA
Marubeni,46711,2019,Trading Companies,Japan,67841.0,2373.0,63757.0,12290.0,0.03497884759953421,0.03721944257101181,Asia,JPN
United Technologies,240200,2019,Conglomerates,United States,66485.0,5269.0,134211.0,118140.0,0.0792509588629014,0.039259077124825834,North America,USA
Bank of Communications,92714,2019,Banking,China,64752.0,11191.0,1388230.0,63612.0,0.1728286384976526,0.008061344301736745,Asia,CHN
FedEx,359530,2019,Transportation,United States,69200.0,3630.0,54464.0,51633.0,0.05245664739884393,0.06664952996474735,North America,USA
PepsiCo,267000,2019,"Food, Drink & Tobacco",United States,64983.0,12585.0,75466.0,178157.0,0.19366603573242233,0.16676384066997058,North America,USA
Archer Daniels Midland,31600,2019,"Food, Drink & Tobacco",United States,64300.0,1810.0,40833.0,23949.0,0.028149300155520994,0.04432689246442828,North America,USA
Prudential Financial,50492,2019,Diversified Financials,United States,61266.0,4024.0,815078.0,42397.0,0.06568080174974701,0.004936950819430778,North America,USA
Mitsui,43993,2019,Trading Companies,Japan,56609.0,3547.0,107797.0,27651.0,0.06265788125563072,0.03290444075438092,Asia,JPN
Seven & I Holdings,58165,2019,Food Markets,Japan,61470.0,1837.0,52060.0,30336.0,0.029884496502358873,0.03528620822128314,Asia,JPN
Oil & Natural Gas,43743,2019,Oil & Gas Operations,India,49917.0,3429.0,70565.0,29647.0,0.06869403209327483,0.04859349535888897,Asia,IND
Toyota Tsusho,58565,2019,Trading Companies,Japan,61031.0,1142.0,40246.0,11558.0,0.018711802198882535,0.028375490731998212,Asia,JPN
Unilever,154848,2019,Consumer Durables,Netherlands,60146.0,11077.0,67967.0,153638.0,0.18416852326006716,0.16297615019053363,Europe,NLD
Centene,47300,2019,Drugs & Biotechnology,United States,60116.0,900.0,30901.0,19916.0,0.014971055958480271,0.02912527102682761,North America,USA
Walt Disney,201000,2019,Media,United States,59402.0,10963.0,99941.0,238095.0,0.18455607555301168,0.10969471988473199,North America,USA
Sysco,67000,2019,Food Markets,United States,59646.0,1477.0,18194.0,36451.0,0.02476276699191899,0.08118060899197538,North America,USA
HP,55000,2019,Technology Hardware & Equipment,United States,58661.0,4192.0,32490.0,31467.0,0.07146144798077086,0.12902431517389967,North America,USA
Country Garden Holdings,131387,2019,Construction,China,56734.0,5191.0,237367.0,35243.0,0.09149716219550887,0.02186908879498835,Asia,CHN
Tokyo Electric Power,41086,2019,Utilities,Japan,56117.0,1747.0,113891.0,8922.0,0.031131386210952117,0.015339227858215312,Asia,JPN
Humana,41600,2019,Drugs & Biotechnology,United States,56912.0,1683.0,25658.0,32647.0,0.029571970761877987,0.06559357705199158,North America,USA
Brookfield Asset Management,100750,2019,Diversified Financials,Canada,57574.0,3598.0,256281.0,45982.0,0.06249348664327648,0.014039277199636336,North America,CAN
Facebook,35587,2019,IT Software & Services,United States,55838.0,22112.0,97334.0,512005.0,0.39600272216053584,0.2271765261881768,North America,USA
LG Electronics,72600,2019,Consumer Durables,South Korea,55739.0,1127.0,39728.0,11719.0,0.02021923608245573,0.028367901731776078,Asia,KOR
Christian Dior,141914,2019,Consumer Durables,France,55243.0,3037.0,88332.0,89566.0,0.05497529098709339,0.03438165104378934,Europe,FRA
China Merchants Bank,74590,2019,Banking,China,54867.0,12259.0,982526.0,130355.0,0.22343120637177175,0.012477023508792642,Asia,CHN
Caterpillar,104000,2019,Capital Goods,United States,54722.0,6147.0,78509.0,82510.0,0.1123314206352107,0.07829675578596085,North America,USA
Anheuser-Busch InBev,172603,2019,"Food, Drink & Tobacco",Belgium,54620.0,4330.0,233841.0,175653.0,0.07927499084584401,0.018516855470169902,Europe,BEL
Korea Electric Power,46377,2019,Utilities,South Korea,55090.0,-1194.0,166024.0,16289.0,-0.021673624977309857,-0.00719173131595432,Asia,KOR
Wesfarmers,217000,2019,Food Markets,Australia,33768.0,2032.0,14492.0,28372.0,0.06017531390665719,0.14021529119514214,Oceania,AUS
Lockheed Martin,105000,2019,Aerospace & Defense,United States,53762.0,5046.0,44876.0,88875.0,0.09385811539749266,0.11244317675372137,North America,USA
Pfizer,92400,2019,Drugs & Biotechnology,United States,53646.0,11152.0,159422.0,218630.0,0.20788129590277002,0.06995270414371918,North America,USA
Repsol,22735,2019,Oil & Gas Operations,Spain,58838.0,2745.0,69478.0,25996.0,0.04665352323328461,0.03950890929502864,Europe,ESP
Novartis,125161,2019,Drugs & Biotechnology,Switzerland,51902.0,12633.0,145646.0,175649.0,0.2434010250086702,0.0867377064938275,Europe,CHE
Goldman Sachs Group,36600,2019,Diversified Financials,United States,51009.0,9878.0,925000.0,75520.0,0.19365210060969631,0.01067891891891892,North America,USA
Continental,243226,2019,Consumer Durables,Germany,52386.0,3418.0,47423.0,34991.0,0.06524643988851983,0.07207473167028657,Europe,DEU
Finatis,218923,2019,Trading Companies,France,44249.0,-92.0,,260.0,-0.0020791430314809375,,Europe,FRA
Lenovo Group,57000,2019,Technology Hardware & Equipment,Hong Kong,49966.0,511.0,31279.0,11180.0,0.010226954328943681,0.016336839413024714,Asia,HKG
Industrial Bank,59659,2019,Banking,China,49736.0,9274.0,950968.0,62369.0,0.18646453273282934,0.009752168316914975,Asia,CHN
Morgan Stanley,60348,2019,Diversified Financials,United States,50870.0,8509.0,875964.0,80169.0,0.16726951051700412,0.009713869519751953,North America,USA
JBS,230086,2019,"Food, Drink & Tobacco",Brazil,49690.0,7.0,29451.0,12304.0,0.0001408734151740793,0.0002376829309700859,South America,BRA
Banco Bradesco,86772,2019,Banking,Brazil,62628.0,5220.0,332140.0,70702.0,0.08334930063230504,0.015716264225928825,South America,BRA
Tokio Marine Holdings,40848,2019,Insurance,Japan,47650.0,3137.0,212136.0,35777.0,0.06583420776495279,0.014787683372930573,Asia,JPN
Cisco Systems,74200,2019,Technology Hardware & Equipment,United States,50822.0,12865.0,102462.0,248275.0,0.25313840462791704,0.1255587437293826,North America,USA
Saint-Gobain,181001,2019,Construction,France,49283.0,495.0,50347.0,22546.0,0.010044031410425501,0.009831767533318768,Europe,FRA
Orange,150711,2019,Telecommunications Services,France,48819.0,2305.0,112292.0,43622.0,0.04721522358098281,0.020526840736650873,Europe,FRA
Cigna,73800,2019,Drugs & Biotechnology,United States,48610.0,2637.0,154640.0,56571.0,0.05424809709936227,0.01705250905328505,North America,USA
Denso,171992,2019,Consumer Durables,Japan,48794.0,2366.0,51455.0,34930.0,0.04848956838955609,0.045981925954717714,Asia,JPN
Sumitomo,65662,2019,Trading Companies,Japan,46918.0,2693.0,72668.0,17887.0,0.05739801355556503,0.03705895304673309,Asia,JPN
American International Group,49600,2019,Insurance,United States,47208.0,-6.0,491984.0,40043.0,-0.00012709710218607016,-1.2195518553448893e-05,North America,USA
State Bank of India,257252,2019,Banking,India,47523.0,-948.0,536689.0,40012.0,-0.019948235591187424,-0.0017663861193354066,Asia,IND
Tencent Holdings,54309,2019,IT Software & Services,China,47228.0,11949.0,105382.0,472062.0,0.25300669094604894,0.11338748552883794,Asia,CHN
Zurich Insurance Group,52267,2019,Insurance,Switzerland,46938.0,3717.0,374145.0,47686.0,0.0791895692189697,0.009934651004289781,Europe,CHE
Deutsche Bank,91737,2019,Banking,Germany,42269.0,314.0,1541123.0,18074.0,0.007428611985142776,0.00020374752696572564,Europe,DEU
Bayer,116998,2019,Drugs & Biotechnology,Germany,46702.0,2000.0,150254.0,64127.0,0.04282471842747634,0.01331079372262968,Europe,DEU
HCA Healthcare,229000,2019,Health Care Equipment & Services,United States,46677.0,3787.0,39207.0,39586.0,0.08113203504938192,0.09658989466166756,North America,USA
China Shipbuilding Industry,165274,2019,Capital Goods,China,6483.0,175.0,30054.0,23033.0,0.026993675767391638,0.0058228521993744595,Asia,CHN
KDDI,41996,2019,Telecommunications Services,Japan,45757.0,5322.0,65232.0,52502.0,0.11631007277575016,0.08158572479764532,Asia,JPN
BHP Group,27161,2019,Materials,Australia,42556.0,6030.0,102414.0,138278.0,0.14169564808722623,0.05887866893198196,Oceania,AUS
Bunge,31000,2019,"Food, Drink & Tobacco",United States,45745.0,267.0,19425.0,7233.0,0.005836703464859547,0.013745173745173745,North America,USA
CNP Assurances,5243,2019,Insurance,France,47607.0,1554.0,450365.0,16460.0,0.032642258491398325,0.0034505345664072474,Europe,FRA
Wuchan Zhongda Group,20142,2019,Trading Companies,China,45379.0,362.0,12544.0,3886.0,0.007977258203133608,0.028858418367346938,Asia,CHN
China Vanke,104300,2019,Construction,China,41058.0,5005.0,222640.0,46533.0,0.12190072580252326,0.022480237154150196,Asia,CHN
Sberbank,293752,2019,Banking,Russia,51607.0,13258.0,449710.0,78539.0,0.2569031332958707,0.029481221231460273,Asia,RUS
American Airlines Group,128900,2019,Transportation,United States,44541.0,1412.0,60580.0,15434.0,0.03170112929660313,0.02330802244965335,North America,USA
Wilmar International,90000,2019,"Food, Drink & Tobacco",Singapore,44674.0,1129.0,45680.0,16985.0,0.02527197027353718,0.024715411558669003,Asia,SGP
Pegatron,156477,2019,Technology Hardware & Equipment,Taiwan,44438.0,369.0,19011.0,5157.0,0.008303704037085377,0.01940981537004892,Asia,TWN
Delta Air Lines,88680,2019,Transportation,United States,44940.0,4086.0,61841.0,38101.0,0.09092122830440587,0.06607267023495739,North America,USA
Hanwha,58070,2019,Trading Companies,South Korea,44288.0,426.0,151952.0,1890.0,0.009618858381502891,0.0028035169000737077,Asia,KOR
Charter Communications,98000,2019,Media,United States,43634.0,1230.0,149072.0,80848.0,0.028189026905624054,0.00825104647418697,North America,USA
Tata Motors,81090,2019,Consumer Durables,India,44925.0,-4065.0,46402.0,11639.0,-0.09048414023372287,-0.08760398258695747,Asia,IND
Metro,132293,2019,Food Markets,Canada,12235.0,484.0,8001.0,9441.0,0.039558643236616266,0.06049243844519435,North America,CAN
Banco do Brasil,96889,2019,Banking,Brazil,42029.0,3781.0,368373.0,34467.0,0.08996169311665754,0.010264053011485641,South America,BRA
American Express,59000,2019,Diversified Financials,United States,43282.0,6867.0,188602.0,95340.0,0.158657178503766,0.036410006256561434,North America,USA
Bharat Petroleum,12865,2019,Oil & Gas Operations,India,36459.0,1397.0,18769.0,11329.0,0.03831701363175073,0.07443124300708616,Asia,IND
Best Buy,125000,2019,Retailing,United States,42879.0,1464.0,13174.0,19721.0,0.03414258728048695,0.1111279793532716,North America,USA
Xiamen C&D,24016,2019,Trading Companies,China,39074.0,523.0,35073.0,4089.0,0.013384859497363975,0.014911755481424458,Asia,CHN
Jardine Matheson,469000,2019,Conglomerates,Bermuda,42527.0,1732.0,86258.0,20223.0,0.040727067510052437,0.0200792969927427,North America,BMU
Talanx,20780,2019,Insurance,Germany,41557.0,829.0,179064.0,10261.0,0.019948504463748587,0.004629629629629629,Europe,DEU
Bouygues,129275,2019,Construction,France,41946.0,1547.0,43090.0,14607.0,0.03688075144233061,0.03590160129960548,Europe,FRA
Sanofi,104226,2019,Drugs & Biotechnology,France,40658.0,5095.0,127356.0,102042.0,0.12531359142112253,0.04000596752410566,Europe,FRA
Honeywell International,114000,2019,Conglomerates,United States,40294.0,6742.0,58560.0,123138.0,0.1673201965553184,0.11512978142076502,North America,USA
Iberdrola,33216,2019,Utilities,Spain,41381.0,3556.0,129219.0,55653.0,0.08593315772939272,0.027519172877053685,Europe,ESP
United Airlines Holdings,92000,2019,Transportation,United States,41860.0,2274.0,50639.0,23330.0,0.054323936932632585,0.04490610004147001,North America,USA
GlaxoSmithKline,95490,2019,Drugs & Biotechnology,United Kingdom,41097.0,4831.0,73953.0,97632.0,0.11755115945202813,0.06532527416061552,Europe,GBR
Accenture,459000,2019,IT Software & Services,Ireland,42541.0,4472.0,27390.0,113923.0,0.10512211748665992,0.16327126688572471,Europe,IRL
Magna International,174000,2019,Consumer Durables,Canada,40799.0,2291.0,25945.0,18342.0,0.05615333709159538,0.08830217768356138,North America,CAN
Mitsubishi Electric,145817,2019,Capital Goods,Japan,41472.0,2151.0,37762.0,29093.0,0.05186631944444445,0.056962025316455694,Asia,JPN
Tyson Foods,121000,2019,"Food, Drink & Tobacco",United States,40006.0,1944.0,32335.0,26329.0,0.048592711093336,0.060120612339570126,North America,USA
Oracle,137000,2019,IT Software & Services,United States,39620.0,10751.0,109438.0,186330.0,0.27135285209490156,0.09823827189824376,North America,USA
Allstate,45420,2019,Insurance,United States,39124.0,2252.0,113399.0,32206.0,0.05756057662815663,0.019859081649749998,North America,USA
World Fuel Services,5000,2019,Trading Companies,United States,39625.0,128.0,5677.0,2067.0,0.003230283911671924,0.02254711995772415,North America,USA
ING Group,53768,2019,Diversified Financials,Netherlands,39362.0,5548.0,1014008.0,52699.0,0.14094812255474823,0.005471357227950864,Europe,NLD
Centrica,31780,2019,Oil & Gas Operations,United Kingdom,39583.0,244.0,28088.0,7838.0,0.006164262435894197,0.008686983765309029,Europe,GBR
Midea Group,114765,2019,Consumer Durables,China,39753.0,3086.0,37301.0,52204.0,0.07762936130606495,0.08273236642449264,Asia,CHN
Fresenius,276750,2019,Health Care Equipment & Services,Germany,39557.0,2391.0,64820.0,30561.0,0.06044442197335491,0.03688676334464672,Europe,DEU
Intesa Sanpaolo,92117,2019,Banking,Italy,28130.0,4778.0,900483.0,45877.0,0.16985424813366512,0.005306041313384039,Europe,ITA
LyondellBasell Industries,19450,2019,Chemicals,United Kingdom,39001.0,4684.0,28278.0,33992.0,0.12009948462859926,0.16564113445080983,Europe,GBR
ConocoPhillips,10800,2019,Oil & Gas Operations,United States,36372.0,6257.0,69980.0,74582.0,0.17202793357527768,0.08941126036010288,North America,USA
Barclays,83500,2019,Banking,United Kingdom,28183.0,2129.0,1443349.0,37984.0,0.07554199340027676,0.001475041725875031,Europe,GBR
George Weston,197000,2019,Food Markets,Canada,37471.0,443.0,32079.0,11711.0,0.011822476048143899,0.013809657408273326,North America,CAN
Daiwa House Industry,44947,2019,Construction,Japan,36686.0,2221.0,38978.0,17769.0,0.06054080575696451,0.05698086099851198,Asia,JPN
ABB,146600,2019,Conglomerates,Switzerland,34293.0,2169.0,44441.0,44509.0,0.06324905957484035,0.048806282486892734,Europe,CHE
Tech Data,14000,2019,Trading Companies,United States,37239.0,341.0,12987.0,3888.0,0.009157066516286689,0.026257026257026257,North America,USA
Swiss Re,14943,2019,Insurance,Switzerland,37294.0,402.0,200512.0,30447.0,0.01077921381455462,0.002004867539099904,Europe,CHE
Mitsubishi Heavy Industries,80744,2019,Capital Goods,Japan,37655.0,734.0,48032.0,13851.0,0.019492763245252953,0.015281479013990672,Asia,JPN
SK Hynix,33000,2019,Semiconductors,South Korea,36751.0,14121.0,57052.0,47645.0,0.38423444260020134,0.24751104255766668,Asia,KOR
Vale,70270,2019,Materials,Brazil,36781.0,7017.0,88167.0,68274.0,0.1907778472580952,0.07958760080302153,South America,BRA
Aisin Seiki,119732,2019,Consumer Durables,Japan,36613.0,1099.0,32460.0,10995.0,0.03001666074891432,0.03385705483672212,Asia,JPN
Nike,73100,2019,Consumer Durables,United States,38703.0,4177.0,22921.0,224313.0,0.10792445030101026,0.18223463199685877,North America,USA
General Dynamics,105600,2019,Aerospace & Defense,United States,36193.0,3345.0,45408.0,51069.0,0.092421186417263,0.07366543340380549,North America,USA
Exelon,33383,2019,Utilities,United States,36444.0,2009.0,119666.0,47670.0,0.055125672264295905,0.016788394364314008,North America,USA
Canon,195056,2019,Business Services & Supplies,Japan,35783.0,2289.0,44656.0,30901.0,0.06396892379062684,0.05125850949480473,Asia,JPN
Enbridge,12000,2019,Oil & Gas Operations,Canada,36123.0,2224.0,122203.0,75318.0,0.061567422417850126,0.018199225878251762,North America,CAN
E.ON,43302,2019,Utilities,Germany,35057.0,3802.0,64604.0,23952.0,0.10845194968194655,0.05885084514890719,Europe,DEU
Fujitsu,132138,2019,Technology Hardware & Equipment,Japan,36072.0,1497.0,27272.0,14592.0,0.04150033266799734,0.05489146377236726,Asia,JPN
Lloyds Banking Group,64928,2019,Banking,United Kingdom,35242.0,5300.0,1015821.0,60895.0,0.15038874070711084,0.005217454649982625,Europe,GBR
Idemitsu Kosan,9476,2019,Oil & Gas Operations,Japan,39898.0,1078.0,27897.0,9221.0,0.027018898190385485,0.03864214790120801,Asia,JPN
Poste Italiane,132388,2019,Insurance,Italy,35058.6,1650.0,238785.0,13980.0,0.04706405846211771,0.0069099817827753,Europe,ITA
JFE Holdings,62083,2019,Materials,Japan,35738.0,1422.0,41777.0,10060.0,0.03978957971906654,0.03403786772626086,Asia,JPN
Suzuki Motor,67721,2019,Consumer Durables,Japan,35051.0,2102.0,29363.0,21321.0,0.05996975835211549,0.0715866907332357,Asia,JPN
Jiangxi Copper,23194,2019,Materials,China,32428.0,372.0,14995.0,7226.0,0.01147156778093006,0.024808269423141047,Asia,CHN
Credit Suisse Group,45680,2019,Banking,Switzerland,34051.0,2102.0,779992.0,34414.0,0.06173093301224634,0.0026948994348659984,Europe,CHE
Quanta Computer,112421,2019,Technology Hardware & Equipment,Taiwan,34091.0,501.0,21455.0,7599.0,0.014695960810771172,0.02335120018643673,Asia,TWN
Toshiba,128697,2019,Consumer Durables,Japan,34356.0,7765.0,39381.0,17326.0,0.22601583420654325,0.1971763032934664,Asia,JPN
Prudential,23792,2019,Insurance,United Kingdom,33285.0,4014.0,633617.0,60200.0,0.12059486255069851,0.006335057298020729,Europe,GBR
Bridgestone,143509,2019,Consumer Durables,Japan,33050.0,2641.0,35216.0,29808.0,0.07990922844175492,0.07499432076328941,Asia,JPN
Schlumberger,100000,2019,Oil & Gas Operations,United States,32816.0,2137.0,70507.0,63145.0,0.06512067284251584,0.030309047328634035,North America,USA
3M,93516,2019,Conglomerates,United States,32765.0,5349.0,36500.0,126052.0,0.16325347169235466,0.14654794520547945,North America,USA
AbbVie,30000,2019,Drugs & Biotechnology,United States,32753.0,5657.0,59352.0,114662.0,0.17271700302262388,0.09531271060789864,North America,USA
Chubb,32700,2019,Insurance,Switzerland,32635.0,3962.0,167771.0,63539.0,0.1214034012563199,0.02361552354101722,Europe,CHE
British American Tobacco,63877,2019,"Food, Drink & Tobacco",United Kingdom,32658.0,8043.0,186381.0,90924.0,0.24627962520668747,0.04315354032868157,Europe,GBR
Capital One Financial,47600,2019,Business Services & Supplies,United States,32658.0,5975.0,372538.0,41225.0,0.1829567027987017,0.016038632300597523,North America,USA
AIA Group,22000,2019,Insurance,Hong Kong,39479.0,3163.0,226919.0,122238.0,0.08011854403606981,0.013938894495392628,Asia,HKG
Mazda Motor,49998,2019,Consumer Durables,Japan,32131.0,581.0,25187.0,7593.0,0.018082225887771933,0.023067455433358478,Asia,JPN
Compal Electronics,82374,2019,Technology Hardware & Equipment,Taiwan,32092.0,296.0,13007.0,2769.0,0.00922348248784744,0.02275697701237795,Asia,TWN
Progressive,37346,2019,Insurance,United States,33916.0,2976.0,48850.0,43800.0,0.08774619648543461,0.060921187308085975,North America,USA
Hyundai Mobis,34782,2019,Capital Goods,South Korea,31939.0,1716.0,38601.0,19407.0,0.053727417890353485,0.044454806870288334,Asia,KOR
Coca-Cola,62600,2019,"Food, Drink & Tobacco",United States,31697.0,6434.0,83216.0,202985.0,0.20298450957503864,0.07731686214189579,North America,USA
CRH,89831,2019,Construction,Ireland,31619.0,1131.0,40208.0,28250.0,0.035769632183181,0.028128730600875448,Europe,IRL
Bank of Nova Scotia,97629,2019,Banking,Canada,32366.0,6447.0,787545.0,67077.0,0.1991905085583637,0.008186198883873303,North America,CAN
Johnson Controls International,122000,2019,Business Services & Supplies,Ireland,29429.0,2287.0,48016.0,33542.0,0.07771246049814809,0.0476299566811063,Europe,IRL
Compass Group,595841,2019,"Hotels, Restaurants & Leisure",United Kingdom,30866.0,1512.0,16447.0,35470.0,0.04898593922114949,0.09193165926916763,Europe,GBR
Hewlett Packard Enterprise,60000,2019,Technology Hardware & Equipment,United States,30629.0,649.0,51758.0,22831.0,0.021189069182800613,0.01253912438656826,North America,USA
BT Group,106700,2019,Telecommunications Services,United Kingdom,31467.0,2693.0,59982.0,29633.0,0.08558172053262147,0.044896802374045544,Europe,GBR
Inditex,174386,2019,Retailing,Spain,30670.0,4040.0,24881.0,98025.0,0.1317248125203782,0.1623728949801053,Europe,ESP
Veolia Environnement,170819,2019,Utilities,France,30569.0,440.0,42974.0,13090.0,0.01439366678661389,0.010238749011029925,Europe,FRA
Abbott Laboratories,103000,2019,Health Care Equipment & Services,United States,30723.0,2609.0,67173.0,129838.0,0.08492009243888943,0.03884001012311494,North America,USA
Micron Technology,36000,2019,Semiconductors,United States,29985.0,13060.0,47487.0,48030.0,0.4355511088877772,0.27502263777454883,North America,USA
Schneider Electric,137534,2019,Capital Goods,France,30343.0,2754.0,48308.0,47553.0,0.09076228454668292,0.05700919102426099,Europe,FRA
Gree Electric Appliances,88800,2019,Consumer Durables,China,28493.0,4290.0,35974.0,53383.0,0.1505632962482013,0.11925279368432758,Asia,CHN
Northrop Grumman,85000,2019,Aerospace & Defense,United States,30095.0,3229.0,37653.0,47786.0,0.107293570360525,0.08575677900831274,North America,USA
Suncor Energy,12480,2019,Oil & Gas Operations,Canada,29736.0,2541.0,65587.0,52557.0,0.08545197740112995,0.0387424337139982,North America,CAN
Medtronic,98003,2019,Health Care Equipment & Services,Ireland,30555.0,4919.0,88730.0,112952.0,0.16098838160693832,0.055437845148202415,Europe,IRL
Kansai Electric Power,32597,2019,Utilities,Japan,29510.0,889.0,65062.0,12625.0,0.030125381226702812,0.013663889828163906,Asia,JPN
Arrow Electronics,20100,2019,Trading Companies,United States,29677.0,716.0,17784.0,7237.0,0.024126427873437342,0.04026090868196131,North America,USA
Philip Morris International,77400,2019,"Food, Drink & Tobacco",United States,29453.0,7692.0,38042.0,131450.0,0.26116185108477913,0.20219757110562012,North America,USA
Wistron,82955,2019,Technology Hardware & Equipment,Taiwan,29499.0,163.0,11032.0,2348.0,0.005525611037662294,0.01477519941986947,Asia,TWN
Samsung Life Insurance,5420,2019,Insurance,South Korea,26868.0,1512.0,259313.0,13425.0,0.0562751228226887,0.00583079136024804,Asia,KOR
SAP,96498,2019,IT Software & Services,Germany,29149.0,4823.0,58862.0,134852.0,0.16546022161995266,0.08193741293194251,Europe,DEU
Naturgy Energy Group,13945,2019,Oil & Gas Operations,Spain,28714.0,-3353.0,46447.0,27534.0,-0.11677230619210141,-0.07218980773785175,Europe,ESP
Danone,105783,2019,"Food, Drink & Tobacco",France,29082.0,2755.0,50501.0,51234.0,0.09473213671686954,0.05455337518068949,Europe,FRA
KB Financial Group,27040,2019,Banking,South Korea,27421.0,2782.0,431212.0,15916.0,0.10145508916523832,0.00645158298006549,Asia,KOR
Medipal Holdings,15623,2019,Drugs & Biotechnology,Japan,28780.0,311.0,15370.0,4907.0,0.010806115357887423,0.020234222511385815,Asia,JPN
Subaru,34200,2019,Consumer Durables,Japan,29137.0,1682.0,26159.0,19579.0,0.057727288327556026,0.0642990940020643,Asia,JPN
Samsung C&T,17274,2019,Trading Companies,South Korea,28310.0,1681.0,38006.0,16102.0,0.0593783115506888,0.04422985844340367,Asia,KOR
LafargeHolcim,77055,2019,Construction,Switzerland,28065.0,1535.0,60555.0,31257.0,0.054694459290931766,0.02534885641152671,Europe,CHE
Haier Smart Home,87447,2019,Consumer Durables,China,26818.0,1138.0,24362.0,16957.0,0.042434185994481316,0.04671209260323454,Asia,CHN
INTL FCStone,1701,2019,Diversified Financials,United States,26256.0,79.0,8711.0,757.0,0.0030088360755636807,0.009068993226954425,North America,USA
Anglo American,64000,2019,Materials,United Kingdom,27610.0,3577.0,52196.0,35852.0,0.12955450923578413,0.06853015556747644,Europe,GBR
Chubu Electric Power,30321,2019,Utilities,Japan,27070.0,511.0,50598.0,10837.0,0.018876985592907278,0.01009921340764457,Asia,JPN
PBF Energy,3266,2019,Oil & Gas Operations,United States,27186.0,128.0,8005.0,3936.0,0.0047083057456043555,0.01599000624609619,North America,USA
East Japan Railway,85718,2019,Transportation,Japan,27130.0,2652.0,74041.0,34732.0,0.09775156653151493,0.03581799273375562,Asia,JPN
OMV Group,20231,2019,Oil & Gas Operations,Austria,27052.0,1698.0,44111.0,18173.0,0.062768002365814,0.03849379973249303,Europe,AUT
Nokia,103083,2019,Technology Hardware & Equipment,Finland,26620.0,-402.0,46612.0,32305.0,-0.015101427498121713,-0.00862438856946709,Europe,FIN
Heineken,85610,2019,"Food, Drink & Tobacco",Netherlands,26510.0,1134.0,49844.0,28319.0,0.04277631082610336,0.022750983067169567,Europe,NLD
Xiaomi,16683,2019,Technology Hardware & Equipment,China,26400.0,2060.0,21180.0,35749.0,0.07803030303030303,0.09726156751652502,Asia,CHN
