Empresa,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Año,Continente,Codigo_pais
Pegatron,Technology Hardware & Equipment,Taiwan,44438.0,369.0,19011.0,5157.0,0.008303704037085377,0.01940981537004892,2019,Asia,TWN
Indorama Ventures,Chemicals,Thailand,10739.0,786.0,11646.0,8379.0,0.07319117236241736,0.0674909840288511,2019,Asia,THA
Bank Of Guiyang,Banking,China,3770.0,776.0,73310.0,5005.0,0.20583554376657826,0.010585186195607693,2019,Asia,CHN
S-Oil,Oil & Gas Operations,South Korea,23138.0,234.0,14299.0,9686.0,0.01011323364162849,0.016364780753898873,2019,Asia,KOR
Arkema,Chemicals,France,10401.0,834.0,11626.0,8127.0,0.0801845976348428,0.07173576466540513,2019,Europe,FRA
Airports of Thailand,Transportation,Thailand,1897.0,783.0,5787.0,30858.0,0.4127569847127043,0.13530326594090203,2019,Asia,THA
NRG Energy,Utilities,United States,10128.0,597.0,10628.0,11438.0,0.05894549763033175,0.05617237485886338,2019,North America,USA
Dassault Systemes,IT Software & Services,France,4103.0,672.0,9115.0,39203.0,0.163782598098952,0.07372462973121229,2019,Europe,FRA
Experian,Business Services & Supplies,Ireland,4834.0,804.0,7912.0,25789.0,0.16632188663632602,0.10161779575328615,2019,Europe,IRL
US Steel,Materials,United States,14193.0,1115.0,10982.0,2846.0,0.07855985344888325,0.10152977599708614,2019,North America,USA
Advanced Info Service,Telecommunications Services,Thailand,5254.0,918.0,8925.0,17889.0,0.17472401979444233,0.10285714285714286,2019,Asia,THA
Expeditors International,Transportation,United States,8138.0,618.0,3346.0,13822.0,0.07594003440648808,0.18469814704124327,2019,North America,USA
Jiangsu Hengrui Medicine,Drugs & Biotechnology,China,2728.0,642.0,3450.0,42029.0,0.23533724340175954,0.18608695652173912,2019,Asia,CHN
Hess,Oil & Gas Operations,United States,6381.0,-282.0,21433.0,19958.0,-0.044193700047014575,-0.01315728082862875,2019,North America,USA
HAL Trust,Diversified Financials,Monaco,9858.0,183.0,18834.0,12565.0,0.01856360316494218,0.009716470213443773,2019,Europe,MCO
LG Household & Health Care,Consumer Durables,South Korea,6131.0,620.0,4728.0,20720.0,0.10112542815201435,0.1311336717428088,2019,Asia,KOR
Grasim Industries,Construction,India,10156.0,197.0,32395.0,8207.0,0.01939740055139819,0.006081185368112363,2019,Asia,IND
Phoenix Group Holdings,Insurance,United Kingdom,-9140.0,489.0,283130.0,6699.0,-0.05350109409190372,0.0017271218168332567,2019,Europe,GBR
Assa Abloy,Capital Goods,Sweden,9660.0,316.0,12020.0,25123.0,0.032712215320910974,0.026289517470881863,2019,Europe,SWE
Charoen Pokphand Foods,"Food, Drink & Tobacco",Thailand,16764.0,456.0,19290.0,4613.0,0.02720114531138153,0.02363919129082426,2019,Asia,THA
Worldpay,IT Software & Services,United States,3925.0,13.0,24889.0,34617.0,0.0033121019108280254,0.0005223190967897465,2019,North America,USA
Yuanta Financial Holding,Diversified Financials,Taiwan,4145.0,619.0,74410.0,6755.0,0.14933655006031363,0.008318774358285177,2019,Asia,TWN
Concordia Financial Group,Banking,Japan,2768.0,567.0,168792.0,4849.0,0.20484104046242774,0.0033591639414190244,2019,Asia,JPN
SKF Group,Materials,Sweden,9851.0,837.0,9832.0,8698.0,0.08496599330017257,0.08513018714401953,2019,Europe,SWE
Genworth Financial,Insurance,United States,8609.0,119.0,100923.0,1887.0,0.013822743640376351,0.0011791167523755735,2019,North America,USA
Bank of Baroda,Banking,India,8370.0,-293.0,112830.0,6228.0,-0.03500597371565114,-0.0025968270849951254,2019,Asia,IND
Jiangxi Copper,Materials,China,32428.0,372.0,14995.0,7226.0,0.01147156778093006,0.024808269423141047,2019,Asia,CHN
Bank of Changsha,Banking,China,3329.0,677.0,76704.0,5675.0,0.20336437368579152,0.008826136837713808,2019,Asia,CHN
China Mengniu Dairy,"Food, Drink & Tobacco",Hong Kong,10442.0,461.0,9680.0,14150.0,0.0441486305305497,0.04762396694214876,2019,Asia,HKG
Grupo Elektra,Retailing,Mexico,5382.0,766.0,14085.0,12673.0,0.14232627276105536,0.05438409655662052,2019,North America,MEX
Healthpeak Properties,Diversified Financials,United States,1847.0,1058.0,12719.0,14257.0,0.5728207904710341,0.08318264014466546,2019,North America,USA
Equity Residential,Diversified Financials,United States,2560.0,400.0,20394.0,27771.0,0.15625,0.019613611846621554,2019,North America,USA
Shionogi,Drugs & Biotechnology,Japan,3138.0,1118.0,6550.0,17428.0,0.3562778840025494,0.17068702290076335,2019,Asia,JPN
Foshan Haitian Flavouring and Food,"Food, Drink & Tobacco",China,2546.0,660.0,2936.0,34752.0,0.25923016496465046,0.22479564032697547,2019,Asia,CHN
Quest Diagnostics,Health Care Equipment & Services,United States,7531.0,733.0,11003.0,11540.0,0.09733103173549329,0.06661819503771699,2019,North America,USA
Ayala Corp,Diversified Financials,Philippines,5247.0,593.0,21049.0,10976.0,0.11301696207356585,0.02817235973205378,2019,Asia,PHL
China International Capital,Diversified Financials,China,2792.0,519.0,40115.0,9417.0,0.18588825214899712,0.01293780381403465,2019,Asia,CHN
Magnitogorsk Iron & Steel,Materials,Russia,8203.0,1316.0,7249.0,7723.0,0.16042911130074364,0.18154228169402675,2019,Asia,RUS
Ashtead Group,Business Services & Supplies,United Kingdom,5679.0,984.0,10788.0,13292.0,0.17326994189117803,0.09121245828698554,2019,Europe,GBR
Bank Of Chengdu,Banking,China,2783.0,688.0,70344.0,5140.0,0.24721523535752785,0.009780507221653589,2019,Asia,CHN
Brown-Forman,"Food, Drink & Tobacco",United States,3309.0,786.0,5163.0,25212.0,0.23753399818676338,0.15223707147007554,2019,North America,USA
Hunan Valin Steel,Materials,China,13687.0,1024.0,10958.0,3729.0,0.07481551837510046,0.09344770943602847,2019,Asia,CHN
Delta Electronics,Technology Hardware & Equipment,Taiwan,7860.0,603.0,8522.0,13561.0,0.0767175572519084,0.07075803801924431,2019,Asia,TWN
East West Bancorp,Banking,United States,1807.0,704.0,41113.0,7212.0,0.38959601549529604,0.01712353756719286,2019,North America,USA
New Residential Investment,Diversified Financials,United States,2367.0,964.0,31715.0,6942.0,0.4072665821715251,0.030395711808292605,2019,North America,USA
Fastenal,Trading Companies,United States,5089.0,772.0,3652.0,20351.0,0.15169974454706228,0.21139101861993428,2019,North America,USA
Power Finance,Business Services & Supplies,India,4200.0,907.0,44187.0,4513.0,0.21595238095238095,0.020526399167175868,2019,Asia,IND
Henry Schein,Health Care Equipment & Services,United States,13202.0,536.0,8501.0,9192.0,0.04059990910468111,0.06305140571697447,2019,North America,USA
FleetCor Technologies,Business Services & Supplies,United States,2433.0,811.0,11202.0,21586.0,0.3333333333333333,0.07239778610962329,2019,North America,USA
Hexagon,Conglomerates,Sweden,4438.0,862.0,11070.0,20263.0,0.19423163587201442,0.07786811201445348,2019,Europe,SWE
Dai Nippon Printing,Business Services & Supplies,Japan,12746.0,508.0,15765.0,7060.0,0.039855640985407184,0.032223279416428795,2019,Asia,JPN
Metro Group,Food Markets,Germany,32303.0,370.0,17897.0,6079.0,0.011454044515989227,0.02067385595351176,2019,Europe,DEU
Globe Life,Insurance,United States,4352.0,713.0,23096.0,9789.0,0.16383272058823528,0.030871146518877728,2019,North America,USA
Goodman Group,Construction,Australia,1386.0,1109.0,10021.0,16487.0,0.8001443001443002,0.11066759804410738,2019,Oceania,AUS
Trip.com Group,Business Services & Supplies,China,4674.0,201.0,27066.0,24569.0,0.04300385109114249,0.007426291287962758,2019,Asia,CHN
China Life Insurance (Taiwan),Insurance,Taiwan,10045.0,338.0,55675.0,3293.0,0.033648581383773024,0.006070947462954648,2019,Asia,TWN
McCormick,"Food, Drink & Tobacco",United States,5403.0,659.0,10228.0,20379.0,0.12196927632796595,0.06443097379741886,2019,North America,USA
Storebrand,Insurance,Norway,6386.0,453.0,66682.0,4012.0,0.07093642342624491,0.0067934375093728445,2019,Europe,NOR
HNA Technology,Transportation,China,49622.0,113.0,17597.0,1682.0,0.002277215751078151,0.00642154912769222,2019,Asia,CHN
Apache,Oil & Gas Operations,United States,7343.0,40.0,21582.0,13484.0,0.0054473648372599754,0.001853396348809193,2019,North America,USA
Brenntag,Trading Companies,Germany,14806.0,544.0,8906.0,8375.0,0.036741861407537484,0.06108241634852908,2019,Europe,DEU
RSA Insurance Group,Insurance,United Kingdom,9358.0,447.0,22953.0,7315.0,0.04776661679846121,0.019474578486472358,2019,Europe,GBR
NVR,Construction,United States,7032.0,797.0,3166.0,11186.0,0.11333902161547213,0.25173720783322806,2019,North America,USA
Skyworks Solutions,Semiconductors,United States,3788.0,1133.0,4739.0,15570.0,0.2991024287222809,0.23907997467820216,2019,North America,USA
China International Travel Service,Business Services & Supplies,China,6284.0,509.0,3788.0,22780.0,0.08099936346276257,0.13437170010559663,2019,Asia,CHN
Johnson Matthey,Chemicals,United Kingdom,19828.0,448.0,6602.0,8651.0,0.022594311075247127,0.06785822478036958,2019,Europe,GBR
Hua Nan Financial,Diversified Financials,Taiwan,2331.0,485.0,87328.0,7187.0,0.20806520806520806,0.005553774276291682,2019,Asia,TWN
Huntington Ingalls Industries,Aerospace & Defense,United States,8176.0,836.0,6776.0,9202.0,0.1022504892367906,0.12337662337662338,2019,North America,USA
Unicharm,Consumer Durables,Japan,6232.0,556.0,7250.0,19423.0,0.08921694480102696,0.07668965517241379,2019,Asia,JPN
China Molybdenum,Materials,China,3790.0,712.0,14742.0,14375.0,0.18786279683377308,0.04829738163071497,2019,Asia,CHN
Yango Group,Construction,China,7935.0,456.0,38365.0,4544.0,0.05746691871455577,0.011885833441939268,2019,Asia,CHN
Wolters Kluwer,Media,Netherlands,5026.0,775.0,9769.0,19055.0,0.1541981695185038,0.0793325826594329,2019,Europe,NLD
Hyundai Marine & Fire,Insurance,South Korea,11962.0,336.0,38669.0,2703.0,0.028088948336398595,0.008689130828312085,2019,Asia,KOR
Umicore,Materials,Belgium,16182.0,374.0,7010.0,11776.0,0.02311209986404647,0.05335235378031384,2019,Europe,BEL
Waste Connections,Business Services & Supplies,Canada,4925.0,547.0,12627.0,23324.0,0.11106598984771573,0.04331987011958502,2019,North America,CAN
Sino-Ocean Group Holding,Construction,China,6597.0,547.0,36320.0,3586.0,0.08291647718659997,0.015060572687224669,2019,Asia,CHN
AGNC Investment,Diversified Financials,United States,1920.0,129.0,109241.0,9697.0,0.0671875,0.0011808753123827135,2019,North America,USA
Signature Bank,Banking,United States,1829.0,615.0,48546.0,6963.0,0.33624931656642976,0.012668396984303547,2019,North America,USA
Cerner,Health Care Equipment & Services,United States,5366.0,630.0,6709.0,20341.0,0.1174058889303019,0.09390371143240424,2019,North America,USA
Huadian Power International,Construction,China,13178.0,259.0,32775.0,6269.0,0.01965396873577174,0.0079023646071701,2019,Asia,CHN
Power Assets Holdings,Utilities,Hong Kong,198.0,974.0,11679.0,14827.0,4.91919191919192,0.08339755116020207,2019,Asia,HKG
Ahli United Bank,Banking,Bahrain,1885.0,662.0,35508.0,7351.0,0.35119363395225467,0.01864368592993128,2019,Asia,BHR
Qantas Airways,Transportation,Australia,12846.0,650.0,13088.0,6456.0,0.050599408376148215,0.0496638141809291,2019,Oceania,AUS
Ametek,Conglomerates,United States,4846.0,778.0,8662.0,19678.0,0.16054477919933965,0.08981759408912492,2019,North America,USA
Cathay Pacific Airways,Transportation,Hong Kong,14170.0,299.0,24305.0,6970.0,0.02110091743119266,0.012301995474182268,2019,Asia,HKG
LKQ,Consumer Durables,United States,11877.0,485.0,11393.0,9681.0,0.0408352277511156,0.04256999912226806,2019,North America,USA
LARGAN Precision,Technology Hardware & Equipment,Taiwan,1656.0,808.0,4316.0,20139.0,0.48792270531400966,0.1872103799814643,2019,Asia,TWN
X5 Retail Group,Food Markets,Netherlands,24423.0,456.0,8933.0,7471.0,0.01867092494779511,0.051046680846300235,2019,Europe,NLD
Canara Bank,Banking,India,7562.0,-613.0,96814.0,3012.0,-0.08106321079079609,-0.006331728882186461,2019,Asia,IND
Digital Realty Trust,Diversified Financials,United States,3015.0,331.0,23767.0,25074.0,0.10978441127694859,0.013926873395885052,2019,North America,USA
Crown Holdings,Materials,United States,11719.0,452.0,15357.0,7637.0,0.03856984384333134,0.02943283193332031,2019,North America,USA
Bausch Health Companies,Drugs & Biotechnology,Canada,8380.0,-4260.0,32492.0,8119.0,-0.5083532219570406,-0.13110919610981164,2019,North America,CAN
Doosan,Trading Companies,South Korea,16512.0,-66.0,25883.0,1721.0,-0.003997093023255814,-0.0025499362515937103,2019,Asia,KOR
Transurban Group,Transportation,Australia,2778.0,206.0,23374.0,25236.0,0.07415406767458603,0.008813211260374775,2019,Oceania,AUS
Mitsui Chemicals,Chemicals,Japan,13432.0,621.0,13486.0,4931.0,0.046232876712328765,0.046047753225567256,2019,Asia,JPN
Maanshan Iron & Steel,Materials,China,12279.0,907.0,11197.0,4034.0,0.073865949995928,0.08100384031436993,2019,Asia,CHN
Jacobs Engineering,Construction,United States,15318.0,299.0,12945.0,10733.0,0.01951951951951952,0.02309772112784859,2019,North America,USA
Partners Group Holding,Diversified Financials,Switzerland,1530.0,786.0,2992.0,19917.0,0.5137254901960784,0.2627005347593583,2019,Europe,CHE
AVIC Capita,Diversified Financials,China,2334.0,478.0,43740.0,8675.0,0.20479862896315337,0.010928212162780063,2019,Asia,CHN
Focus Media Information Technology,Media,China,2100.0,1055.0,2687.0,14748.0,0.5023809523809524,0.39263118719761814,2019,Asia,CHN
Koito Manufacturing,Consumer Durables,Japan,7388.0,787.0,6450.0,9812.0,0.10652409312398484,0.12201550387596899,2019,Asia,JPN
Check Point Software,IT Software & Services,Israel,1916.0,821.0,5828.0,18744.0,0.42849686847599167,0.1408716540837337,2019,Asia,ISR
Quinenco,Conglomerates,Chile,8542.0,307.0,60138.0,4541.0,0.03594006087567314,0.0051049253383883735,2019,South America,CHL
Leidos,Aerospace & Defense,United States,10194.0,581.0,8992.0,9372.0,0.05699431037865411,0.06461298932384342,2019,North America,USA
Dover,Conglomerates,United States,7079.0,545.0,8366.0,14199.0,0.07698827518011019,0.06514463303848912,2019,North America,USA
Grupo Bimbo,"Food, Drink & Tobacco",Mexico,14985.0,301.0,13371.0,10071.0,0.020086753420086752,0.022511405280083763,2019,North America,MEX
Sino Biopharmaceutical,Drugs & Biotechnology,Hong Kong,3155.0,1326.0,7251.0,12468.0,0.4202852614896989,0.18287132809267687,2019,Asia,HKG
Everest Re Group,Insurance,Bermuda,7383.0,103.0,24794.0,10495.0,0.013950968441013139,0.004154230862305396,2019,North America,BMU
Jinke Property Group,Construction,China,6019.0,587.0,33602.0,6275.0,0.09752450573184915,0.017469198262008215,2019,Asia,CHN
Bombardier,Aerospace & Defense,Canada,16234.0,232.0,24958.0,5000.0,0.014290994209683381,0.009295616635948393,2019,North America,CAN
L Brands,Retailing,United States,13237.0,644.0,8090.0,7067.0,0.048651507139079855,0.0796044499381953,2019,North America,USA
Wuestenrot & Wuerttembergische,Diversified Financials,Germany,7523.0,253.0,82012.0,1975.0,0.03363020071779875,0.0030849144027703264,2019,Europe,DEU
DaVita,Health Care Equipment & Services,United States,11405.0,159.0,19320.0,8691.0,0.013941253836036826,0.008229813664596273,2019,North America,USA
Ventas,Diversified Financials,United States,3746.0,363.0,22585.0,21095.0,0.09690336358782702,0.016072614567190613,2019,North America,USA
Coca-Cola HBC,"Food, Drink & Tobacco",Switzerland,7854.0,528.0,7835.0,12871.0,0.06722689075630252,0.06738991703892788,2019,Europe,CHE
Tenet Healthcare,Health Care Equipment & Services,United States,18313.0,111.0,22409.0,2410.0,0.006061267951728281,0.004953366950778705,2019,North America,USA
Metro,Food Markets,Canada,12235.0,484.0,8001.0,9441.0,0.039558643236616266,0.06049243844519435,2019,North America,CAN
Bluescope Steel,Materials,Australia,9296.0,1308.0,7882.0,5166.0,0.14070567986230637,0.16594772900279117,2019,Oceania,AUS
Korea Shipbuilding & Offshore Engineering,Capital Goods,South Korea,11922.0,-474.0,22163.0,7525.0,-0.03975842979365878,-0.021386996345260118,2019,Asia,KOR
Techtronic Industries,Consumer Durables,Hong Kong,7021.0,552.0,6349.0,13555.0,0.0786212790200826,0.08694282564183337,2019,Asia,HKG
Fukuoka Financial Group,Banking,Japan,2148.0,451.0,191215.0,4406.0,0.2099627560521415,0.0023586015741442878,2019,Asia,JPN
Tractor Supply,Retailing,United States,7911.0,532.0,3187.0,12485.0,0.06724813550752118,0.16692814559146532,2019,North America,USA
National Oilwell Varco,Oil & Gas Operations,United States,8455.0,-31.0,19796.0,10409.0,-0.0036664695446481372,-0.0015659729238229946,2019,North America,USA
Shanxi Taigang Stainless,Materials,China,11041.0,998.0,10293.0,4333.0,0.09039036319173988,0.09695909841639949,2019,Asia,CHN
Shinsei Bank,Banking,Japan,2610.0,520.0,86913.0,3374.0,0.19923371647509577,0.005982994488741615,2019,Asia,JPN
Lotte Shopping,Retailing,South Korea,16213.0,-660.0,23534.0,4451.0,-0.04070807376796398,-0.028044531316393305,2019,Asia,KOR
Alrosa,Materials,Russia,4743.0,1425.0,5927.0,11027.0,0.30044275774826057,0.2404251729374051,2019,Asia,RUS
Fidelity National Financial,Insurance,United States,7592.0,628.0,9411.0,10716.0,0.0827186512118019,0.06673042184677505,2019,North America,USA
RTL Group,Media,Luxembourg,7674.0,788.0,9516.0,8990.0,0.10268438884545218,0.08280790248003363,2019,Europe,LUX
Manpower,Business Services & Supplies,United States,21991.0,557.0,8520.0,5826.0,0.025328543495066164,0.0653755868544601,2019,North America,USA
Navient,Diversified Financials,United States,5667.0,395.0,104176.0,2966.0,0.06970178224810306,0.0037916602672400553,2019,North America,USA
Banco BPM,Banking,Italy,6098.0,-70.0,183435.0,3622.0,-0.011479173499508036,-0.00038160656363289447,2019,Europe,ITA
Chow Tai Fook Jewellery,Consumer Durables,Hong Kong,8185.0,543.0,7405.0,11166.0,0.06634086744043984,0.07332883187035787,2019,Asia,HKG
Bank of India,Banking,India,6842.0,-925.0,94322.0,3844.0,-0.13519438760596317,-0.009806831916201946,2019,Asia,IND
Liberty Expedia Holdings,Business Services & Supplies,United States,11449.0,-128.0,32434.0,2555.0,-0.01118001572189711,-0.003946475920330517,2019,North America,USA
Shenzhou International Group Holdings,Consumer Durables,Hong Kong,3157.0,686.0,4013.0,20023.0,0.21729490022172948,0.17094443060054823,2019,Asia,HKG
Bunzl,Trading Companies,United Kingdom,12107.0,435.0,7145.0,10296.0,0.03592962748822995,0.06088173547935619,2019,Europe,GBR
US Foods,Food Markets,United States,24175.0,407.0,9186.0,7750.0,0.016835573940020682,0.04430655345090355,2019,North America,USA
Chugoku Electric Power,Utilities,Japan,12388.0,105.0,29084.0,4107.0,0.00847594446238295,0.003610232430202173,2019,Asia,JPN
Contemporary Amperex Technology,Capital Goods,China,4135.0,564.0,9271.0,27427.0,0.13639661426844016,0.06083486139575019,2019,Asia,CHN
Emera,Utilities,Canada,4881.0,576.0,23659.0,8915.0,0.11800860479409957,0.024345914873832367,2019,North America,CAN
KION Group,Capital Goods,Germany,9433.0,472.0,14825.0,8061.0,0.05003710378458603,0.0318381112984823,2019,Europe,DEU
Daishi Hokuetsu Financial Group,Banking,Japan,891.0,512.0,80665.0,1373.0,0.574635241301908,0.00634723857930949,2019,Asia,JPN
RHB Bank,Banking,Malaysia,2781.0,571.0,58842.0,5634.0,0.20532182668104998,0.009703952958770946,2019,Asia,MYS
Nordstrom,Retailing,United States,15860.0,564.0,7886.0,6796.0,0.03556116015132409,0.0715191478569617,2019,North America,USA
Yamato Holdings,Transportation,Japan,14710.0,398.0,11086.0,9522.0,0.02705642420122366,0.03590113656864514,2019,Asia,JPN
Chesapeake Energy,Oil & Gas Operations,United States,10265.0,866.0,11766.0,4752.0,0.08436434486117876,0.07360190379058304,2019,North America,USA
NARI Technology Development,Capital Goods,China,5173.0,718.0,7157.0,14842.0,0.13879760293833365,0.10032136369987425,2019,Asia,CHN
Santos,Oil & Gas Operations,Australia,3764.0,643.0,17336.0,10749.0,0.1708289054197662,0.037090447623442546,2019,Oceania,AUS
Eisai,Drugs & Biotechnology,Japan,5680.0,577.0,9351.0,16295.0,0.10158450704225352,0.061704630520799914,2019,Asia,JPN
Electric Power Development,Utilities,Japan,7982.0,494.0,25498.0,4187.0,0.06188925081433225,0.019374068554396422,2019,Asia,JPN
Targa Resources,Oil & Gas Operations,United States,10555.0,2.0,17619.0,9146.0,0.00018948365703458077,0.00011351382030762246,2019,North America,USA
Keppel,Conglomerates,Singapore,4421.0,699.0,19520.0,9009.0,0.15810902510744176,0.035809426229508196,2019,Asia,SGP
Advance Auto Parts,Retailing,United States,9581.0,424.0,9041.0,12571.0,0.04425425320947709,0.04689746709434797,2019,North America,USA
Bank of Chongqing,Banking,China,3468.0,531.0,65597.0,2053.0,0.15311418685121106,0.008094882387914082,2019,Asia,CHN
Popular,Banking,Puerto Rico,2660.0,618.0,47605.0,5487.0,0.23233082706766917,0.012981829639743724,2019,North America,PRI
Zhongsheng Group Holdings,Retailing,China,16257.0,551.0,8327.0,6660.0,0.033893092206434154,0.06617028941995917,2019,Asia,CHN
IHS Markit,Business Services & Supplies,United Kingdom,4124.0,411.0,16383.0,21990.0,0.09966052376333656,0.025086980406518952,2019,Europe,GBR
Campbell Soup,"Food, Drink & Tobacco",United States,9751.0,-164.0,14024.0,11861.0,-0.016818787816634193,-0.011694238448374215,2019,North America,USA
Microchip Technology,Semiconductors,United States,5022.0,328.0,18156.0,23391.0,0.0653126244524094,0.01806565322758317,2019,North America,USA
Coloplast,Health Care Equipment & Services,Denmark,2662.0,617.0,1856.0,21927.0,0.23178061607813674,0.3324353448275862,2019,Europe,DNK
STRABAG,Construction,Austria,17641.0,456.0,13348.0,3542.0,0.02584887478034125,0.034162421336529816,2019,Europe,AUT
Chiba Bank,Banking,Japan,1896.0,442.0,134973.0,4503.0,0.23312236286919832,0.00327472901987805,2019,Asia,JPN
Colruyt,Food Markets,Belgium,10904.0,476.0,4791.0,9578.0,0.043653705062362436,0.09935295345439366,2019,Europe,BEL
Brambles,Business Services & Supplies,Australia,5706.0,635.0,8033.0,13537.0,0.11128636522958289,0.07904892319183368,2019,Oceania,AUS
Hydro One,Utilities,Canada,4797.0,614.0,19360.0,9569.0,0.12799666458203043,0.03171487603305785,2019,North America,CAN
Verisk Analytics,Insurance,United States,2395.0,599.0,5900.0,22563.0,0.2501043841336117,0.10152542372881355,2019,North America,USA
Oji Holdings,Materials,Japan,14063.0,410.0,18066.0,5890.0,0.029154518950437316,0.02269456437506919,2019,Asia,JPN
Greentown China Holdings,Construction,China,9004.0,80.0,40748.0,2111.0,0.00888494002665482,0.0019632865416707567,2019,Asia,CHN
Magnit,Food Markets,Russia,19691.0,539.0,8816.0,5726.0,0.027372911482403128,0.06113883847549909,2019,Asia,RUS
Osaka Gas,Oil & Gas Operations,Japan,12045.0,102.0,18525.0,7637.0,0.008468244084682441,0.005506072874493927,2019,Asia,JPN
Segro,Diversified Financials,United Kingdom,457.0,1417.0,11677.0,9445.0,3.1006564551422318,0.12134966172818361,2019,Europe,GBR
Alleghany,Insurance,United States,7085.0,40.0,25641.0,9354.0,0.0056457304163726185,0.00156000156000156,2019,North America,USA
Olam International,"Food, Drink & Tobacco",Singapore,22589.0,237.0,17202.0,4483.0,0.010491832307760414,0.013777467736309732,2019,Asia,SGP
Bohai Leasing,Business Services & Supplies,China,5674.0,488.0,42722.0,4584.0,0.08600634473034896,0.01142268620382941,2019,Asia,CHN
Jones Lang LaSalle,Construction,United States,16318.0,484.0,10026.0,7149.0,0.029660497610001224,0.048274486335527625,2019,North America,USA
Smith & Nephew,Health Care Equipment & Services,United Kingdom,4904.0,666.0,8059.0,16410.0,0.13580750407830341,0.08264052611986598,2019,Europe,GBR
J.B. Hunt Transport Services,Transportation,United States,8756.0,491.0,5324.0,10571.0,0.05607583371402467,0.09222389181066867,2019,North America,USA
Medipal Holdings,Drugs & Biotechnology,Japan,28780.0,311.0,15370.0,4907.0,0.010806115357887423,0.020234222511385815,2019,Asia,JPN
360 Security Technology,IT Software & Services,China,1949.0,534.0,4287.0,25392.0,0.27398665982555154,0.1245626312106368,2019,Asia,CHN
Coty,Consumer Durables,United States,9066.0,-1231.0,21271.0,8459.0,-0.1357820427972645,-0.057872220393963614,2019,North America,USA
VeriSign,IT Software & Services,United States,1215.0,582.0,1915.0,22288.0,0.47901234567901235,0.3039164490861619,2019,North America,USA
St. James's Place,Insurance,United Kingdom,-1630.0,231.0,120666.0,7686.0,-0.14171779141104293,0.0019143752175426383,2019,Europe,GBR
Barratt Developments,Construction,United Kingdom,6692.0,972.0,8543.0,8118.0,0.1452480573819486,0.11377736158258223,2019,Europe,GBR
BPER Banca,Banking,Italy,2866.0,474.0,80746.0,2262.0,0.16538729937194696,0.005870259827112179,2019,Europe,ITA
Maxim Integrated Products,Semiconductors,United States,2497.0,717.0,3889.0,16341.0,0.28714457348818584,0.1843661609668295,2019,North America,USA
Meritz Financial Group,Insurance,South Korea,8066.0,272.0,46535.0,1643.0,0.0337217951896851,0.005845062855914903,2019,Asia,KOR
Red Eléctrica,Utilities,Spain,2299.0,831.0,12962.0,11118.0,0.36146150500217483,0.06411047677827496,2019,Europe,ESP
NEXON,IT Software & Services,Japan,2297.0,975.0,5924.0,12469.0,0.4244666956900305,0.16458474004051316,2019,Asia,JPN
Packaging Corp of America,Materials,United States,7015.0,732.0,6570.0,9110.0,0.10434782608695652,0.11141552511415526,2019,North America,USA
Shanghai International Airport,Transportation,China,1404.0,639.0,4505.0,18416.0,0.4551282051282051,0.141842397336293,2019,Asia,CHN
Wuchan Zhongda Group,Trading Companies,China,45379.0,362.0,12544.0,3886.0,0.007977258203133608,0.028858418367346938,2019,Asia,CHN
Hainan Airlines,Transportation,China,10229.0,199.0,27311.0,6655.0,0.019454492130218007,0.007286441360623924,2019,Asia,CHN
Cincinnati Financial,Insurance,United States,5407.0,287.0,22133.0,14127.0,0.0530793415942297,0.012967062756969232,2019,North America,USA
Garmin,Technology Hardware & Equipment,Switzerland,3347.0,694.0,5383.0,16394.0,0.2073498655512399,0.12892439160319524,2019,Europe,CHE
Canadian Tire,Retailing,Canada,10847.0,534.0,12657.0,6937.0,0.04923020189914262,0.04219009243896658,2019,North America,CAN
Nine Dragons Paper Holdings,Materials,Hong Kong,8730.0,882.0,11926.0,4659.0,0.10103092783505155,0.07395606238470569,2019,Asia,HKG
Nippon Yusen,Transportation,Japan,17540.0,-48.0,18499.0,2722.0,-0.0027366020524515395,-0.0025947348505324613,2019,Asia,JPN
Kintetsu,Transportation,Japan,11087.0,314.0,17530.0,8198.0,0.028321457562911517,0.01791215059897319,2019,Asia,JPN
Verbund,Utilities,Austria,3360.0,511.0,13380.0,17164.0,0.15208333333333332,0.03819133034379671,2019,Europe,AUT
Anta Sports Products,Consumer Durables,China,3631.0,620.0,3550.0,18928.0,0.17075185899201323,0.17464788732394365,2019,Asia,CHN
IAC/InterActiveCorp,Retailing,United States,4263.0,627.0,6875.0,18432.0,0.1470795214637579,0.0912,2019,North America,USA
Global Payments,Business Services & Supplies,United States,3366.0,452.0,13231.0,22047.0,0.13428401663695783,0.03416219484543874,2019,North America,USA
Penske Automotive,Retailing,United States,22785.0,471.0,11022.0,3861.0,0.020671494404213297,0.042732716385411,2019,North America,USA
Showa Denko,Chemicals,Japan,8983.0,1010.0,9805.0,5463.0,0.11243459868640766,0.10300866904640489,2019,Asia,JPN
Shizuoka Bank,Banking,Japan,2018.0,431.0,107010.0,4426.0,0.21357779980178396,0.004027660966264835,2019,Asia,JPN
Persimmon,Construction,United Kingdom,4984.0,1182.0,5924.0,9713.0,0.23715890850722313,0.19952734638757597,2019,Europe,GBR
